"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"570969783543267329","","","2015-02-26 15:32:59 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Unexpected plus of Twitter's new chat feature? Adorable avatar mosaics: http://t.co/hkLXxIsAls","","","","http://twitter.com/malsbury/status/570969783543267329/photo/1"
"570968520479019010","570967813621465088","58596124","2015-02-26 15:27:58 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl @staceymolski - I support this plan / will build molksi a live streaming helmet to wear at all times.","","","",""
"570964406944661504","570963970183467008","6246582","2015-02-26 15:11:37 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ahab99 @staceymolski - Really, I've been waiting for Hodgman to reach out &amp;see what works best for me, but I don't think that how it works.","","","",""
"570963974826520576","570963559888384001","20205837","2015-02-26 15:09:54 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - We also have a friend coming to NJ from the UK in May, and in an ideal world this would all cosmically line up in the trip.","","","",""
"570963535397662721","570962831778160640","20205837","2015-02-26 15:08:09 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - You're not the only one.","","","",""
"570963177225072641","570962154309881859","46877017","2015-02-26 15:06:44 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","I plan to funnel all household expenses through the card, and have it set to auto-pay the full balance every month. What could go wrong....","","","",""
"570962567058685952","570961727946240000","20205837","2015-02-26 15:04:18 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - I will forever be proud of the small role I played in bringing Brite Spot into your life.","","","",""
"570962154309881859","","","2015-02-26 15:02:40 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Just converted my credit card to a travel rewards program with the goal of earning @mcelmoyl &amp; myself a free trip to LA for MFC 2016.","","","",""
"570956781616111616","570952960324317184","13415162","2015-02-26 14:41:19 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - I vote bunnies with sparrows coming in a close second.","","","",""
"570947820070395905","570774964925796357","13415162","2015-02-26 14:05:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - The one nice benefit of being an adult is making the conscious choice to only let people into your life that do.","","","",""
"570937696367054848","570865273739153410","2399828900","2015-02-26 13:25:28 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Hearing that @ChrisBChicken had lunch with @NadiaKamil on today's @drinkaboutit made me smile.","","","",""
"570937264836100096","570930030026592256","637173","2015-02-26 13:23:46 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@inturnaround - We've been over this tomorrow.","","","",""
"570753835750199296","570752614570135555","5611152","2015-02-26 01:14:53 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@JesseThorn - ad astra my friend.","","","",""
"570728003673718784","570727685799976960","6246582","2015-02-25 23:32:14 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ahab99 - Yeah, that's not really clearing things up.","","","",""
"570712351613317120","570678838067392514","13415162","2015-02-25 22:30:02 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - Of course I didn't just look up air travel cost for a hypothetical MFC 2016 centered vacation.","","","",""
"570676850495778816","570396096025001984","20205837","2015-02-25 20:08:58 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - OK, you've had 18 hours. What steps have you taken to facilitate this?","","","",""
"570673659343273984","570673183247994880","16317267","2015-02-25 19:56:17 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ajlobster - I still have not had one, so I will continue to hate its existence on your behalf.","","","",""
"570391225359998977","570382478776655872","17763438","2015-02-25 01:14:00 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@hodgman - If one was thinking of crashing a certain secret event in May, are there any specific days that are in contention?
cc: @esiwasil","","","",""
"570382147430842368","570371593479675904","17763438","2015-02-25 00:37:55 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil @hodgman - We really should coordinate efforts and all converge at one of these in the near future.","","","",""
"570033950279770112","","","2015-02-24 01:34:19 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @catiemonster: Anybody know what year Tina went to #maxfuncon??? http://t.co/SiNSSUOWlc","570027309983338496","19253975","2015-02-24 01:07:55 +0000","http://twitter.com/catiemonster/status/570027309983338496/photo/1,http://twitter.com/catiemonster/status/570027309983338496/photo/1"
"569253649320448000","569252929586094081","45944057","2015-02-21 21:53:40 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@onidavin - Whoa. Let's not rush to any snap decisions...","","","",""
"568884581669187584","568882753875288065","18358444","2015-02-20 21:27:08 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@LindsayPavlas - Thanks. *hugs accepted*

PS: Give Goose some extra skritches from me when you get home tonight.","","","",""
"568884079640358912","568882481480507392","15727419","2015-02-20 21:25:08 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@wigu - Thanks buddy.","","","",""
"568881813516632065","","","2015-02-20 21:16:08 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Even though I've had 17 years to prepare for today, saying goodbye was harder then I could have ever… http://t.co/gvDzn2sEjz","","","","http://instagram.com/p/zVnXMNOiZ4/"
"568796671141941250","568794103162408960","20205837","2015-02-20 15:37:48 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski @mcelmoyl - Oh, you know I did.","","","",""
"568752053092265985","568751835781173248","46877017","2015-02-20 12:40:31 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - That reminds me, what time does your train get to Northampton today?","","","",""
"568751835781173248","568519233258196993","58596124","2015-02-20 12:39:39 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl @staceymolski - Yeah, but you both missed Calzone Tuesday made from all the leftover pizza parts.","","","",""
"568205077200171009","568179956888391681","20205837","2015-02-19 00:27:01 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@staceymolski @ahab99 - whiiiiiiiiiiiiiiiiine","","","",""
"568103400644218880","568102545698246657","13415162","2015-02-18 17:43:00 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@artichkme - It's really no trouble. I worry about everyone. It's my super power.","","","",""
"568101680274915328","568100166353489920","13415162","2015-02-18 17:36:10 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - Oh, no. I just went to bed with such hope for you only to find out this morning that you had to endure another chilly night.","","","",""
"568100053400879105","568098914697678848","13415162","2015-02-18 17:29:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - This wasn't the update that I was hoping for. And that photo of an empty hole on IG was the saddest thing to wake up to this AM","","","",""
"568085432875008001","","16317267","2015-02-18 16:31:36 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ajlobster - This may be of interest to your interests:

http://t.co/BKbcZ5jHxP","","","","http://hottestheadsofstate.com/us-presidents/"
"567787184129048577","567785654437855232","20205837","2015-02-17 20:46:28 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - You chose to get on that train sis.","","","",""
"567754779058008064","567689398582788096","14971414","2015-02-17 18:37:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@hey_friend - I can't click on that link! Can you please forward me the original message so I can check out how he is paying for everything?","","","",""
"567414037521391617","567413438360850435","20205837","2015-02-16 20:03:43 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - What?!? Those cookies were there when I left &amp; now I find out they're not going to be there when I get home?

(╯°□°）╯︵ ┻━┻","","","",""
"567409503680081920","567406680078835712","20205837","2015-02-16 19:45:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - What?!? You were there when I left for work &amp; now I find out you're not going to be there when I get home?

(╯°□°）╯︵ ┻━┻","","","",""
"567354942714019840","567354073893314561","13415162","2015-02-16 16:08:53 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - I don't think your response was the inappropriate part of that interaction.","","","",""
"567101720673914881","","","2015-02-15 23:22:41 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @staceymolski: .@mcelmoyl &amp; @malsbury lent me snow clothes so I could PLAY IN THE SNOW while they made cookies. they are the best. http:…","567098588329967617","20205837","2015-02-15 23:10:14 +0000","http://instagram.com/p/zI8Q52RXD0/,http://instagram.com/p/zI8Q52RXD0/"
"567075850991185920","567075400648368128","7780982","2015-02-15 21:39:53 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@MikeRoe - I'm sorry. It's terminal.","","","",""
"566817510486708224","","","2015-02-15 04:33:20 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","RT @staceymolski: I'm at ""Love Songs Karaoke."" No one has sung anything by The Smiths.  It's like these people don't even know what love re…","566812073502711809","20205837","2015-02-15 04:11:43 +0000",""
"566793574768201728","566788552315662336","14619354","2015-02-15 02:58:13 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@yellowcardigan - Tomorrow our forecast is for -9°F with a -30 to -40 windchill. Needless to say we're keeping @staceymolski inside.","","","",""
"566777878533382144","566777127023153152","17763438","2015-02-15 01:55:51 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@esiwasil - @mcelmoyl, @staceymolski and I are currently at 'Love Song Karaoke'. Tomorrow is DIY pizza night at our house.","","","",""
"566324216321310720","566323600777834497","14619354","2015-02-13 19:53:09 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@yellowcardigan @esiwasil - You're right, I'll always have that to fall back on...","","","",""
"566304291594715137","","","2015-02-13 18:33:59 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","You don't truly feel left out of Galentine's Day until someone goes through the trouble of cutting… http://t.co/zq7TryXddU","","","","http://instagram.com/p/zDTPb2OiQe/"
"566061480651800577","","","2015-02-13 02:29:08 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","Happy Molski eve everyone.","","","",""
"565659934042619905","565652506215473152","1702461696","2015-02-11 23:53:32 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ladyghostbuster - Those pups have their priorities straight.","","","",""
"564962253179748352","564951190459666433","312336251","2015-02-10 01:41:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@FuzziestKitty - That's the weirdest looking pizza I have ever seen...? #LetsTweetForDinner #NationalPizzaDay","","","",""
"564940537728630784","564939941839659008","17763438","2015-02-10 00:14:54 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - I want to get off this ride. I don't like this anymore....","","","",""
"564940388419796993","564939453815205888","44012472","2015-02-10 00:14:19 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@tracyvwilson - Chug it! Chug it!","","","",""
"564935962829275136","","","2015-02-09 23:56:44 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Oh, it counted.

Deliciously counted...

RT @mcelmoyl: We cheated at #LetsTweetForDinner but it still counts, right?

http://t.co/6qFP3sXdCJ","","","","http://twitter.com/mcelmoyl/status/564929497066397696/photo/1"
"564882747307872256","","17763438","2015-02-09 20:25:16 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil!","","","",""
"564881242567757824","564880765516009473","17763438","2015-02-09 20:19:17 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil @mcelmoyl  - But you looooove that place. #followyourheart #notyourtastebuds","","","",""
"564880015503151104","564878655873363969","58596124","2015-02-09 20:14:25 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@mcelmoyl - I think this calls for a #NationalPizzaDay / #LetsTweetforDinner mashup. 

Who's in?","","","",""
"564875114769297408","","","2015-02-09 19:54:56 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Is it @staceymolski day yet?

Ugh, what do you mean ""four more days""?","","","",""
"564814458221252608","","48502572","2015-02-09 15:53:55 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@jaztupelo @tracitalynne This may be of interest to your interests RT @wigu: Swift Inch Nails: Perfect Shake Drug-Off http://t.co/tNLshuusPb","","","","http://kottke.org/15/02/taylor-swifts-nine-inch-nails"
"564791457576669184","","","2015-02-09 14:22:31 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","No, you were emotionally compromised by today's @ThrillingAdv Hour episode.

#family","","","",""
"564130749012779010","564130519567577088","14619354","2015-02-07 18:37:06 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@yellowcardigan - I believe ours is under soup, and I question that classification every time I make it.","","","",""
"563551664549142530","563550360447356928","1702461696","2015-02-06 04:16:01 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ladyghostbuster - I was sad before the song started... but thanks for the concern.","","","",""
"563550198996406273","","","2015-02-06 04:10:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","When were you going to let me know that the first five seasons of M*A*S*H are now on Netflix?","","","",""
"562787397336068096","562786948587483139","58596124","2015-02-04 01:39:06 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl @staceymolski @esiwasil - Is that true?","","","",""
"562786845118193664","562776989770477568","13415162","2015-02-04 01:36:54 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - same.","","","",""
"562594158947606528","","","2015-02-03 12:51:14 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Oh, this is the my favorite way to start a long day of sampling out in the field. http://t.co/jtguqkJD6j","","","","http://instagram.com/p/yo8EWxOibU/"
"562251445081505792","562233004706521088","14213001","2015-02-02 14:09:25 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@whitneyarner - Welcome to adulthood.","","","",""
"560987035306323968","560984249424445441","16317267","2015-01-30 02:25:06 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ajlobster - I actually once got a  reverse ""new phone who dis"". Just a txt saying ""here's my new number"" from their new number.","","","",""
"559913895737831424","559913609610817536","46877017","2015-01-27 03:20:50 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt @staceymolski @esiwasil @artichkme @mcelmoyl - I have no memory of this movie, and it looks perfect to tweet about.","","","",""
"559913609610817536","","18927874","2015-01-27 03:19:41 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt @staceymolski @esiwasil @artichkme @mcelmoyl - I may have found our next group watch movie: http://t.co/MGfq3MBRAd","","","","http://www.imdb.com/title/tt0096037/"
"559906614811951104","559895155860197376","18358444","2015-01-27 02:51:54 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LindsayPavlas @NikaHarper - Well, I can't unsee that now can I?","","","",""
"559906312750776320","559878218392821761","18927874","2015-01-27 02:50:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt @staceymolski - So how did the Netflix suggested ratings correspond to your actual enjoyment? 
#MysticBlizzard","","","",""
"559905688701239297","559904426866270208","37551218","2015-01-27 02:48:13 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - Hey I think this @grimweeper101 is pretty alright.","","","",""
"559905213494988800","559905059853455361","17156994","2015-01-27 02:46:20 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@billchilds @mcelmoyl - Try and keep up old man. #MysticBlizzard","","","",""
"559904417621630978","","","2015-01-27 02:43:10 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @staceymolski: this closing song is for all my #mysticblizzard buddies out there. One Molski All Friends Dance Party now.","559904349598404608","20205837","2015-01-27 02:42:54 +0000",""
"559904204735516673","559885048871395328","13415162","2015-01-27 02:42:19 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme @grimweeper101 - And what about now?","","","",""
"559903468312223744","559903392492183552","18927874","2015-01-27 02:39:24 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt - me too!","","","",""
"559900378771120128","","","2015-01-27 02:27:07 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","me too. 

#MysticBlizzard","","","",""
"559899752112742400","559899646659944450","18927874","2015-01-27 02:24:37 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt - I thought we all agreed to agree that never happened.","","","",""
"559899482423193601","559899234179497985","18927874","2015-01-27 02:23:33 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt - I think his mustache is even frosted.","","","",""
"559898509357236226","","","2015-01-27 02:19:41 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @mcelmoyl: Why did the mom ring the doorbell? #mysticblizzard","559898422766223360","58596124","2015-01-27 02:19:21 +0000",""
"559895515911819265","","","2015-01-27 02:07:48 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","More pleats... 

#MysticBlizzard","","","",""
"559893811178913792","559893297380859904","46877017","2015-01-27 02:01:01 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt - See.

#MysticBlizzard","","","",""
"559893297380859904","559893175125692416","18927874","2015-01-27 01:58:59 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt - You don't know the whole story...

#MysticBlizzard","","","",""
"559890396109488128","","","2015-01-27 01:47:27 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","In the parents' bedroom in the dad's shirt? 

#MysticBlizzard

#Issues","","","",""
"559890230132494337","559889652921147392","18927874","2015-01-27 01:46:47 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@LizzieBartelt - That's not even the right logo: https://t.co/mLaZeqBF3n

#MysticBlizzard","","","","https://twitter.com/malsbury/status/559881510585507841"
"559889082172461056","","","2015-01-27 01:42:14 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","I hope Jo washed her hands... 

#MysticBlizzard","","","",""
"559887706549792768","","","2015-01-27 01:36:46 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","so many pleats.... 

#MysticBlizzard","","","",""
"559887024056852481","559886935234080768","20205837","2015-01-27 01:34:03 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - Kat's a flight attendant now. #MysticBlizzard","","","",""
"559886252552368128","","","2015-01-27 01:30:59 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","so much sax..... 

#MysticBlizzard","","","",""
"559884437853184000","559884363304042496","58596124","2015-01-27 01:23:46 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl - excuse me?","","","",""
"559883898235015169","559883677090709505","58596124","2015-01-27 01:21:38 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl - Blaine?!? Blaine? That's not a name, that's an appliance.","","","",""
"559883575290384384","","","2015-01-27 01:20:21 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @staceymolski: .@LizzieBartelt  this movie became a One Molski Dance Party #MysticBlizzard","559883540502814720","20205837","2015-01-27 01:20:12 +0000",""
"559883458596450304","","","2015-01-27 01:19:53 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""I can't type fast enough"" - @mcelmoyl 

#MysticBlizzard","","","",""
"559883291944177666","559883202064433152","20205837","2015-01-27 01:19:13 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - That's saying a lot.","","","",""
"559882945104592896","559882815115132929","17763438","2015-01-27 01:17:50 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - don't you have a whole account for these types of tweets?","","","",""
"559882627503501312","559882549070430208","17763438","2015-01-27 01:16:35 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - SPOILERS! #MysticBlizzard","","","",""
"559881635705790465","","","2015-01-27 01:12:38 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @mcelmoyl: Me: Lilly Taylor is so short! 
Tom: She's probably taller than you. ::googles::
Me: Nah. 
Tom: Google says she's a half inch …","559881398971269121","58596124","2015-01-27 01:11:42 +0000",""
"559881510585507841","","","2015-01-27 01:12:08 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Look at what I just found from my trip to Mystic Pizza in 1993. 
#MysticBlizzard http://t.co/k4UjWdlX2n","","","","http://twitter.com/malsbury/status/559881510585507841/photo/1"
"559878668441247744","","","2015-01-27 01:00:51 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @artichkme: Best decision ever made. Dinner in bed and #MysticBlizzard","559878630839685120","13415162","2015-01-27 01:00:42 +0000",""
"559878206136651777","559878083923410945","18927874","2015-01-27 00:59:01 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt - Ready! #mysticblizzard","","","",""
